,Country,Popularity,Title,Artist,Album/Single,Artist_followers,Explicit,Album,Release_date,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,Genre_new
69430,Global,43798.30000000003,savage love,Jawsh 685 - Jason Derulo,single,60180,True,Savage Love (Laxed - Siren Beat),2020-06-11,0.767,0.481,0.0,-8.52,0.0,0.0803,0.234,0.0,0.269,0.7609999999999999,150.076,171375.0,pop
18444,Global,43565.49999999999,meant to be,Bebe Rexha - Florida Georgia Line,single,5754092.0,False,All Your Fault: Pt. 2,2017-08-11,0.643,0.7829999999999999,10.0,-6.457999999999998,1.0,0.0856,0.047,0.0,0.083,0.579,154.084,163870.0,pop
2744,Global,43168.85000000001,promises,Calvin Harris - Sam Smith - Jessie Reyez,single,20814678.0,False,Promises (with Sam Smith),2018-08-17,0.7809999999999999,0.768,11.0,-5.9910000000000005,1.0,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309.0,pop
2108,Global,42874.750000000015,i feel it coming,The Weeknd - Daft Punk,album,25562055.0,False,Starboy,2016-11-24,0.773,0.8190000000000001,0.0,-5.9460000000000015,0.0,0.118,0.426,0.0,0.0679,0.585,92.99,269187.0,r&b/soul
18133,Global,42807.250000000015,better,Khalid,album,12829933.0,False,Suncity,2018-10-18,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,229320.0,r&b/soul
70664,Global,42806.29999999999,strip that down,Liam Payne - Quavo,single,6545211,False,Strip That Down,2017-05-18,0.8690000000000001,0.485,6.0,-5.595,1.0,0.0545,0.246,0.0,0.0765,0.527,106.028,204502.0,pop
29783,Global,42579.34999999996,dusk till dawn - radio edit,ZAYN - Sia,single,13407533.0,False,Dusk Till Dawn (Radio Edit),2017-09-07,0.258,0.4370000000000001,11.0,-6.593,0.0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,239000.0,pop
20139,Global,42542.7,felices los 4,Maluma,single,21642776.0,False,Felices los 4,2017-04-21,0.755,0.789,5.0,-4.502,1.0,0.146,0.231,0.0,0.35100000000000003,0.737,93.973,229849.0,reggaeton
29394,Global,42385.99999999999,mask off,Future,album,9442830.0,True,FUTURE,2017-08-04,0.833,0.434,2.0,-8.795,1.0,0.431,0.0102,0.0219,0.165,0.281,150.062,204600.0,hip hop
80232,Global,42370.75,how do you sleep?,Sam Smith,single,14303985,False,How Do You Sleep?,2019-07-19,0.477,0.682,1.0,-4.931,0.0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205.0,pop
27010,Global,42366.70000000001,photograph,Ed Sheeran,album,71783101.0,False,x (Wembley Edition),2013,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987.0,pop
52277,Global,42137.49999999998,let you down,NF,album,4425041.0,False,Perception,2017-10-06,0.659,0.716,5.0,-5.672999999999999,0.0,0.111,0.33,0.0,0.173,0.4370000000000001,148.015,212120.0,hip hop
36040,Global,41732.60000000001,piece of your heart,MEDUZA - Goodboys,single,330975.0,False,Piece Of Your Heart,2019-02-01,0.677,0.7440000000000001,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.07400000000000001,0.631,124.08,152913.0,dance/electronic
19995,Global,41580.05000000003,i like me better,Lauv,single,3587039.0,False,I Like Me Better,2017-05-19,0.752,0.505,9.0,-7.621,1.0,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437.0,pop
75096,Global,41498.65,fuck love,XXXTENTACION - Trippie Redd,album,22910410,True,17,2017-08-25,0.797,0.5329999999999999,0.0,-9.74,0.0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520.0,rap
64747,Global,41155.29999999999,wap,Cardi B - Megan Thee Stallion,single,13132135,True,WAP (feat. Megan Thee Stallion),2020-08-07,0.935,0.454,1.0,-7.508999999999999,1.0,0.375,0.0194,0.0,0.0824,0.35700000000000004,133.07299999999998,187541.0,pop
72164,Global,40655.25,ric flair drip,Offset - Metro Boomin,album,1770484,True,Without Warning,2017-10-30,0.88,0.428,9.0,-8.28,1.0,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800.0,hip hop
6073,Global,40593.45000000001,gods plan,Drake,album,50593376.0,True,Scorpion,2018-06-29,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,198973.0,hip hop
29855,Global,40569.150000000016,breaking me,Topic - A7S,single,107148.0,False,Breaking Me,2019-12-19,0.789,0.72,8.0,-5.652,0.0,0.218,0.223,0.0,0.129,0.664,122.031,166794.0,dance/electronic
39807,Global,40162.15,truth hurts,Lizzo,album,3308612.0,True,Cuz I Love You (Deluxe),2019-05-03,0.715,0.624,4.0,-3.0460000000000003,0.0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,173325.0,pop
17770,Global,40141.3,ritmo,Black Eyed Peas - J Balvin,single,4907118.0,True,RITMO (Bad Boys For Life),2019-10-12,0.721,0.716,10.0,-7.037000000000001,0.0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714.0,pop
15413,Global,40096.85,these days,Rudimental - Jess Glynne - Macklemore - Dan Caplen,single,1217112.0,False,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2018-01-19,0.653,0.809,0.0,-4.057,1.0,0.0474,0.194,0.0,0.165,0.55,92.213,210773.0,pop
75622,Global,39807.89999999997,old town road - remix,Lil Nas X - Billy Ray Cyrus,single,3624644,False,7 EP,2019-06-21,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,157067.0,rap
60254,Global,39751.8,money in the grave,Drake - Rick Ross,single,50593376,True,The Best In The World Pack,2019-06-15,0.831,0.502,10.0,-4.045,0.0,0.046,0.101,0.0,0.122,0.101,100.541,205427.0,hip hop
73522,Global,39384.15,lose control,MEDUZA - Becky Hill - Goodboys,single,330975,False,Lose Control,2019-10-11,0.598,0.526,10.0,-8.658999999999999,0.0,0.0415,0.129,0.0,0.14,0.529,123.935,168387.0,dance/electronic
78416,Global,39297.69999999998,blinding lights,The Weeknd,single,25562055,False,Blinding Lights,2019-11-29,0.513,0.7959999999999999,1.0,-4.075,1.0,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573.0,r&b/soul
41065,Global,39260.70000000001,going bad,Meek Mill - Drake,album,4533789.0,True,Championships,2018-11-30,0.889,0.496,4.0,-6.365,0.0,0.0905,0.259,0.0,0.252,0.544,86.00299999999999,180522.0,hip hop
42380,Global,39216.05000000002,échame la culpa,Luis Fonsi - Demi Lovato,single,8932627.0,False,Échame La Culpa,2017-11-17,0.7240000000000001,0.895,7.0,-3.617,1.0,0.0411,0.0322,0.0,0.097,0.64,96.022,173720.0,latin
42301,Global,39034.84999999996,feels,Calvin Harris - Pharrell Williams - Katy Perry - Big Sean - Funk Wav,album,20814678.0,True,Funk Wav Bounces Vol.1,2017-06-30,0.893,0.745,11.0,-3.105,0.0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413.0,pop
39472,Global,38836.35000000001,be alright,Dean Lewis,single,1334214.0,True,Be Alright,2018-06-29,0.5529999999999999,0.586,11.0,-6.319,1.0,0.0362,0.6970000000000001,0.0,0.0813,0.443,126.684,196373.0,pop
11980,Global,38541.60000000001,love lies,Khalid - Normani,single,12829933.0,False,Love Lies (with Normani),2018-02-14,0.708,0.648,6.0,-5.626,1.0,0.0449,0.0956,0.0,0.134,0.338,143.955,201707.0,r&b/soul
44773,Global,38495.65,x,Nicky Jam - J Balvin,single,13105688.0,False,X,2018-03-02,0.595,0.773,9.0,-4.7360000000000015,0.0,0.0549,0.0364,0.00108,0.334,0.711,180.07299999999995,173628.0,latin
69310,Global,38478.14999999999,middle child,J. Cole,single,11968318,True,MIDDLE CHILD,2019-01-23,0.8370000000000001,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,213594.0,hip hop
44185,Global,38328.05000000002,break my heart,Dua Lipa,album,20575026.0,False,Future Nostalgia,2020-03-27,0.73,0.7290000000000001,4.0,-3.434,0.0,0.0883,0.16699999999999998,1.39e-06,0.349,0.467,113.013,221820.0,pop
83359,Global,38288.95,scared to be lonely,Martin Garrix - Dua Lipa,single,13885414,False,Scared to Be Lonely,2017-01-27,0.584,0.54,1.0,-7.786,0.0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883.0,house
57354,Global,38232.00000000002,redbone,Childish Gambino,album,7079534.0,True,"""Awaken, My Love!""",2016-12-02,0.745,0.35600000000000004,1.0,-10.425,1.0,0.0941,0.172,0.00943,0.123,0.607,160.033,326933.0,hip hop
45017,Global,38166.14999999999,sunday best,Surfaces,album,605105.0,False,Where the Light Is,2019-01-06,0.878,0.525,5.0,-6.832000000000002,1.0,0.0578,0.183,0.0,0.0714,0.6940000000000001,112.022,158571.0,r&b/soul
25360,Global,37999.450000000026,"10,000 hours",Dan + Shay - Justin Bieber,single,1943023.0,False,"10,000 Hours (with Justin Bieber)",2019-10-04,0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,167693.0,country
71899,Global,37609.599999999984,mood,24kGoldn - iann dior,single,490873,True,Mood (feat. iann dior),2020-07-24,0.7,0.722,7.0,-3.5580000000000003,0.0,0.0369,0.221,0.0,0.272,0.7559999999999999,90.989,140526.0,rap
61420,Global,37544.10000000002,passionfruit,Drake,album,50593376,True,More Life,2017-03-18,0.809,0.463,11.0,-11.377,1.0,0.0396,0.256,0.085,0.109,0.364,111.98,298941.0,hip hop
75151,Global,37448.7,con altura,ROSALÍA - J Balvin - El Guincho,single,4214973,False,Con Altura,2019-03-28,0.882,0.6890000000000001,6.0,-4.027,1.0,0.124,0.39,0.00325,0.0501,0.746,97.963,161627.0,r&b/soul
45603,Global,37383.5,robbery,Juice WRLD,album,13266070.0,True,Death Race For Love,2019-03-08,0.685,0.6920000000000001,2.0,-5.122000000000001,1.0,0.0457,0.328,0.0,0.153,0.578,159.966,240051.0,rap
42065,Global,37325.849999999984,changes,XXXTENTACION,album,22910410.0,False,?,2018-03-16,0.669,0.308,11.0,-10.068,1.0,0.029,0.883,0.0,0.0984,0.52,64.934,121887.0,rap
50565,Global,37259.54999999999,drip too hard,Lil Baby - Gunna,album,5372519.0,True,Drip Harder,2018-10-05,0.897,0.662,1.0,-6.903,0.0,0.292,0.0852,0.0,0.534,0.389,112.511,145543.0,hip hop
19646,Global,37235.35000000001,sucker,Jonas Brothers,album,4654109.0,False,Happiness Begins,2019-06-07,0.8420000000000001,0.7340000000000001,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027.0,boy band
47906,Global,37157.10000000002,let me go,Hailee Steinfeld - Alesso - Florida Georgia Line - watt,single,6237932.0,False,"Let Me Go (with Alesso, Florida Georgia Line & watt)",2017-09-08,0.659,0.7170000000000001,8.0,-4.202,1.0,0.0581,0.0393,0.0,0.0769,0.71,103.036,174800.0,pop
27815,Global,36960.60000000004,dont start now,Dua Lipa,single,20575026.0,False,Don't Start Now,2019-10-31,0.794,0.7929999999999999,11.0,-4.521,0.0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290.0,pop
59905,Global,36681.70000000002,2002,Anne-Marie,album,6611345.0,False,Speak Your Mind (Deluxe),2018-04-27,0.6970000000000001,0.6829999999999999,1.0,-2.881,0.0,0.117,0.0372,0.0,0.13699999999999998,0.603,96.133,186987.0,pop
9624,Global,36470.69999999998,old town road  - remix,Lil Nas X - Billy Ray Cyrus,single,3624644.0,False,Old Town Road,2019-04-05,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,157067.0,rap
40981,Global,36125.5,ily,Surf Mesa - Emilee,single,100512.0,False,ily (i love you baby) (feat. Emilee),2019-11-26,0.674,0.774,11.0,-7.567,0.0,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547.0,house
73670,Global,36057.05,talk,Khalid - Disclosure,album,12829933,False,Free Spirit,2019-04-05,0.901,0.4,0.0,-8.575,1.0,0.126,0.051,0.0,0.0599,0.34600000000000003,135.984,197573.0,r&b/soul
26547,Global,35749.60000000001,dont call me up,Mabel,album,1018847.0,False,Ivy To Roses (Mixtape),2019-01-18,0.674,0.8809999999999999,9.0,-2.853,1.0,0.147,0.29600000000000004,3.01e-06,0.0793,0.234,98.994,178480.0,pop
70751,Global,35710.150000000016,i like me better,Lauv,album,3587039,False,I met you when I was 18. (the playlist),2018-05-31,0.752,0.505,9.0,-7.621,1.0,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437.0,pop
23254,Global,35288.14999999995,all i want for christmas is you,Mariah Carey,album,6028580.0,False,Merry Christmas,1994-11-01,0.336,0.627,7.0,-7.462999999999999,1.0,0.0384,0.16399999999999998,0.0,0.0708,0.35,150.273,241107.0,pop
22899,Global,35012.749999999985,solo,Clean Bandit - Demi Lovato,single,4046263.0,False,Solo (feat. Demi Lovato),2018-05-17,0.737,0.636,11.0,-4.546,0.0,0.0437,0.0441,6.659999999999999e-05,0.35,0.565,105.005,222653.0,pop
38676,Global,34888.24999999996,toosie slide,Drake,album,50593376.0,True,Dark Lane Demo Tapes,2020-05-01,0.83,0.49,1.0,-8.82,0.0,0.209,0.289,3.04e-06,0.113,0.845,81.604,247059.0,hip hop
13663,Global,34876.79999999999,if the world was ending - feat. julia michaels,JP Saxe - Julia Michaels,single,167097.0,False,If the World Was Ending (feat. Julia Michaels),2019-10-17,0.464,0.473,1.0,-10.086,1.0,0.129,0.866,0.0,0.109,0.604,75.801,208687.0,r&b/soul
77829,Global,34712.899999999994,godzilla,Eminem - Juice WRLD,album,39078037,True,Music To Be Murdered By,2020-01-17,0.8079999999999999,0.745,10.0,-5.26,0.0,0.342,0.145,0.0,0.292,0.8290000000000001,165.995,210800.0,hip hop
72223,Global,34484.15,let me down slowly,Alec Benjamin,album,2130472,False,Narrated For You,2018-11-16,0.652,0.557,1.0,-5.714,0.0,0.0318,0.74,0.0,0.124,0.483,150.07299999999995,169354.0,pop
17594,Global,34336.10000000002,thinking out loud,Ed Sheeran,album,71783101.0,False,x (Wembley Edition),2013,0.7809999999999999,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,281560.0,pop
36757,Global,34212.55,ispy,KYLE - Lil Yachty,single,931301.0,True,iSpy (feat. Lil Yachty),2016-12-02,0.746,0.653,7.0,-6.745,1.0,0.289,0.378,0.0,0.229,0.672,75.016,253107.0,pop
58229,Global,33881.39999999999,bury a friend,Billie Eilish,album,34697267.0,False,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,193143.0,pop
59820,Global,33807.3,i dont care,Ed Sheeran - Justin Bieber,single,71783101.0,False,I Don't Care (with Justin Bieber),2019-05-10,0.7979999999999999,0.675,6.0,-5.041,1.0,0.0442,0.0912,0.0,0.0894,0.8420000000000001,101.956,219947.0,pop
14883,Global,33494.65,solo dance,Martin Jensen,single,991761.0,False,Solo Dance,2016-11-04,0.7440000000000001,0.836,6.0,-2.396,0.0,0.0507,0.0435,0.0,0.194,0.36,114.965,174933.0,house
54890,Global,33419.8,body,Loud Luxury - Brando,single,380664.0,False,Body (feat. brando),2017-10-27,0.752,0.764,1.0,-4.399,1.0,0.038,0.0476,9.44e-05,0.0543,0.5820000000000001,121.958,163216.0,pop
33306,Global,33343.49999999998,"break up with your girlfriend, im bored",Ariana Grande,album,52571724.0,True,"thank u, next",2019-02-08,0.726,0.5539999999999999,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.99900000000005,190440.0,pop
29229,Global,33198.65,nevermind,Dennis Lloyd,single,487838.0,False,Nevermind,2017-06-30,0.6,0.688,5.0,-8.339,0.0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600.0,pop
79429,Global,33119.59999999993,2u,David Guetta - Justin Bieber,single,21659022,False,2U (feat. Justin Bieber),2017-06-09,0.5479999999999999,0.65,8.0,-5.827000000000001,0.0,0.0591,0.219,0.0,0.225,0.557,144.937,194897.0,pop
3460,Global,32995.49999999997,eastside,benny blanco - Halsey - Khalid,single,653196.0,False,Eastside (with Halsey & Khalid),2018-07-12,0.56,0.68,6.0,-7.648,0.0,0.321,0.555,0.0,0.116,0.319,89.391,173800.0,pop
16033,Global,32905.3,supalonely,BENEE - Gus Dapperton,single,491626.0,True,STELLA & STEVE,2019-11-15,0.863,0.631,7.0,-4.689,1.0,0.0534,0.305,3.04e-05,0.123,0.8170000000000001,128.977,223480.0,pop
24246,Global,32894.65,lonely together,Avicii - Rita Ora,single,18439913.0,False,AVĪCI (01),2017-08-09,0.655,0.6659999999999999,5.0,-5.309,1.0,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812.0,house
40665,Global,32758.7,me niego,Reik - Ozuna - Wisin,single,4894647.0,False,Me Niego (feat. Ozuna & Wisin),2018-02-16,0.777,0.779,0.0,-4.449,0.0,0.0972,0.0543,0.0,0.636,0.768,94.023,221653.0,latin
50310,Global,32675.200000000004,butterfly effect,Travis Scott,single,13434540.0,False,BUTTERFLY EFFECT,2017-05-18,0.763,0.598,11.0,-6.865,1.0,0.0539,0.0714,0.0,0.112,0.182,140.987,190678.0,rap
21246,Global,32473.45,mo bamba,Sheck Wes,album,981104.0,True,MUDBOY,2018-10-05,0.7290000000000001,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,183907.0,rap
22359,Global,32302.200000000004,falling,Trevor Daniel,album,504066.0,False,Nicotine,2020-03-26,0.784,0.43,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.087,159382.0,r&b/soul
68343,Global,32216.450000000004,what lovers do,Maroon 5 - SZA,album,27713137,False,Red Pill Blues (Deluxe),2017-11-03,0.795,0.615,5.0,-5.211,0.0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849.0,pop
72046,Global,32215.849999999937,river,Eminem - Ed Sheeran,album,39078037,True,Revival,2017-12-15,0.757,0.748,8.0,-5.794,0.0,0.473,0.17,0.0,0.0759,0.693,90.052,221013.0,hip hop
46371,Global,32173.80000000001,call on me - ryan riback extended remix,Starley - Ryan Riback,single,111955.0,False,Call On Me (Remixes),2016-10-14,0.67,0.838,0.0,-4.0310000000000015,1.0,0.0362,0.0604,0.000611,0.159,0.7170000000000001,104.998,222041.0,dance/electronic
71204,Global,32162.55,bandit,Juice WRLD - YoungBoy Never Broke Again,single,13266070,True,Bandit (with YoungBoy Never Broke Again),2019-10-04,0.474,0.631,5.0,-5.884,0.0,0.343,0.0687,0.0,0.132,0.425,180.051,189323.0,rap
50730,Global,31923.85,happier,Ed Sheeran,album,71783101.0,False,÷ (Deluxe),2017-03-03,0.522,0.385,0.0,-7.355,1.0,0.0288,0.536,0.0,0.135,0.236,89.792,207520.0,pop
32006,Global,31891.14999999999,the middle,Zedd - Maren Morris - Grey,single,5236599.0,False,The Middle,2018-01-23,0.753,0.657,7.0,-3.0610000000000004,1.0,0.0449,0.171,0.0,0.112,0.4370000000000001,107.01,184732.0,dance/electronic
0,Global,31833.95,adan y eva,Paulo Londra,single,11427104.0,False,Adan y Eva,2018-11-05,0.767,0.7090000000000001,1.0,-4.47,1.0,0.336,0.32299999999999995,0.0,0.0676,0.72,171.993,258639.0,hip hop
47238,Global,31613.949999999983,i love it,Kanye West - Lil Pump,single,12691508.0,True,I Love It,2018-09-07,0.901,0.522,2.0,-8.304,1.0,0.33,0.0114,0.0,0.259,0.329,104.053,127947.0,rap
15676,Global,31525.099999999977,love. feat. zacari.,Kendrick Lamar - Zacari,album,15770741.0,True,DAMN.,2017-04-14,0.8,0.585,10.0,-7.343,1.0,0.0924,0.264,0.0,0.153,0.779,126.058,213400.0,hip hop
67637,Global,31477.8,nonstop,Drake,album,50593376,True,Scorpion,2018-06-29,0.912,0.412,7.0,-8.074,1.0,0.123,0.0165,0.0126,0.104,0.423,154.983,238614.0,hip hop
61943,Global,31457.35,criminal,Natti Natasha - Ozuna,single,4969834,False,Criminal,2017-09-01,0.8140000000000001,0.813,2.0,-3.023,0.0,0.0561,0.03,9.33e-05,0.255,0.8390000000000001,79.997,232550.0,latin
41839,Global,31440.05,bad and boujee,Migos - Lil Uzi Vert,album,10919803.0,True,Culture,2017-01-27,0.927,0.665,11.0,-5.313,1.0,0.244,0.061,0.0,0.123,0.175,127.076,343150.0,hip hop
78014,Global,31002.049999999985,rain on me,Lady Gaga - Ariana Grande,album,14439685,False,Chromatica,2020-05-29,0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.32299999999999995,0.6459999999999999,123.056,182200.0,pop
53923,Global,31001.19999999996,fefe,6ix9ine - Nicki Minaj - Murda Beatz,single,5963018.0,True,FEFE (feat. Nicki Minaj & Murda Beatz),2018-07-22,0.931,0.387,1.0,-9.127,1.0,0.412,0.08800000000000001,0.0,0.136,0.376,125.978,179405.0,rap
61244,Global,30997.699999999983,escápate conmigo,Wisin - Ozuna,single,5988544,False,Escápate Conmigo,2017-03-31,0.747,0.8640000000000001,8.0,-3.181,0.0,0.0599,0.0245,4.46e-05,0.0853,0.754,92.028,232787.0,latin
23323,Global,30972.849999999984,dna.,Kendrick Lamar,album,15770741.0,True,DAMN.,2017-04-14,0.638,0.523,1.0,-6.664,1.0,0.35700000000000004,0.00454,0.0,0.0842,0.422,139.91299999999998,185947.0,hip hop
14941,Global,30933.6,sin pijama,Becky G - Natti Natasha,single,9339408.0,False,Sin Pijama,2018-04-20,0.7909999999999999,0.745,11.0,-3.695,0.0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560.0,pop
56194,Global,30856.05,south of the border,Ed Sheeran - Camila Cabello - Cardi B,album,71783101.0,False,No.6 Collaborations Project,2019-07-12,0.857,0.621,9.0,-6.376,0.0,0.0825,0.14800000000000002,0.0,0.0865,0.6679999999999999,97.989,204467.0,pop
2953,Global,30763.8,stuck with u,Ariana Grande - Justin Bieber,single,52571724.0,False,Stuck with U,2020-05-08,0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765,228482.0,pop
75401,Global,30730.600000000013,im so tired...,Lauv - Troye Sivan,single,3587039,False,i'm so tired...,2019-01-24,0.599,0.733,11.0,-7.058,1.0,0.203,0.17600000000000002,0.0,0.242,0.534,102.211,162583.0,pop
65173,Global,30594.99999999996,otro trago,Sech - Darell,album,6068852,True,Sueños,2019-04-19,0.746,0.7,0.0,-4.669,1.0,0.341,0.136,0.00015900000000000002,0.11,0.619,176.044,225933.0,latin
12620,Global,30571.150000000005,no promises,Cheat Codes - Demi Lovato,single,1727948.0,False,No Promises (feat. Demi Lovato),2017-03-31,0.741,0.667,10.0,-5.445,1.0,0.134,0.0575,0.0,0.106,0.595,112.956,223504.0,pop
83177,Global,30291.45,mayores,Becky G - Bad Bunny,single,9339408,False,Mayores,2017-07-14,0.743,0.855,5.0,-3.976,0.0,0.0436,0.141,0.0045,0.099,0.871,96.989,202453.0,pop
61014,Global,30261.4,mama,Jonas Blue - William Singe,compilation,2975592,False,Jonas Blue: Electronic Nature - The Mix 2017,2017-07-14,0.7390000000000001,0.792,11.0,-4.256,0.0,0.0418,0.091,0.0,0.0516,0.547,104.016,181615.0,pop
67269,Global,30205.900000000005,gucci gang,Lil Pump,album,7325898,True,Lil Pump,2017-10-06,0.936,0.523,5.0,-6.71,1.0,0.0597,0.239,0.0,0.117,0.6990000000000001,119.889,124056.0,rap
9964,Global,30079.5,in your eyes,The Weeknd,album,25562055.0,True,After Hours,2020-03-20,0.667,0.7190000000000001,7.0,-5.371,0.0,0.0346,0.00285,8.1e-05,0.0736,0.7170000000000001,100.021,237520.0,r&b/soul
49491,Global,29980.499999999985,falling,Trevor Daniel,single,504066.0,False,Falling,2018-10-05,0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382.0,r&b/soul
30712,Global,29961.34999999997,friends,Justin Bieber - BloodPop®,single,39214943.0,False,Friends (with BloodPop®),2017-08-17,0.7440000000000001,0.7390000000000001,8.0,-5.35,1.0,0.0387,0.00459,0.0,0.306,0.649,104.99,189467.0,pop
